Station,Year,Month,Day,date,station,year,month,Mean Wind Speed (km/h),Max Wind Speed (km/h),StationType,StationName,geometry
Paya Lebar,2024,8,2,2024-08-02,S06,2024,8,8.6,33.3,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,8,3,2024-08-03,S06,2024,8,10.6,33.3,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,8,4,2024-08-04,S06,2024,8,7.6,50,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,8,5,2024-08-05,S06,2024,8,7.8,25.9,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,8,6,2024-08-06,S06,2024,8,9.3,37,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,8,7,2024-08-07,S06,2024,8,7.8,46.3,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,8,8,2024-08-08,S06,2024,8,10.3,29.6,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,8,9,2024-08-09,S06,2024,8,9,37,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,8,10,2024-08-10,S06,2024,8,6.9,40.7,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,8,11,2024-08-11,S06,2024,8,10.3,27.8,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,8,12,2024-08-12,S06,2024,8,10.1,29.6,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,8,13,2024-08-13,S06,2024,8,14,38.9,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,8,14,2024-08-14,S06,2024,8,6.3,37,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,8,15,2024-08-15,S06,2024,8,7.9,35.2,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,8,16,2024-08-16,S06,2024,8,10.6,33.3,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,8,17,2024-08-17,S06,2024,8,9,35.2,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,8,18,2024-08-18,S06,2024,8,8.9,29.6,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,8,19,2024-08-19,S06,2024,8,8.3,29.6,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,8,20,2024-08-20,S06,2024,8,8.3,37,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,8,21,2024-08-21,S06,2024,8,7.8,33.3,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,8,22,2024-08-22,S06,2024,8,7.8,27.8,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,8,23,2024-08-23,S06,2024,8,8.3,31.5,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,8,24,2024-08-24,S06,2024,8,9.3,38.9,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,8,25,2024-08-25,S06,2024,8,7.3,48.2,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,8,26,2024-08-26,S06,2024,8,8.4,27.8,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,8,27,2024-08-27,S06,2024,8,7.7,57.4,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,8,28,2024-08-28,S06,2024,8,8,27.8,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,8,29,2024-08-29,S06,2024,8,9,35.2,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,8,30,2024-08-30,S06,2024,8,10.3,33.3,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,8,31,2024-08-31,S06,2024,8,10.2,35.2,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,9,1,2024-09-01,S06,2024,9,10.3,31.5,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,9,2,2024-09-02,S06,2024,9,13.3,37,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,9,3,2024-09-03,S06,2024,9,8.2,35.2,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,9,4,2024-09-04,S06,2024,9,8.8,38.9,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,9,5,2024-09-05,S06,2024,9,9.7,31.5,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,9,6,2024-09-06,S06,2024,9,10.9,31.5,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,9,7,2024-09-07,S06,2024,9,13.8,44.4,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,9,8,2024-09-08,S06,2024,9,8.7,40.7,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,9,9,2024-09-09,S06,2024,9,6.9,37,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,9,10,2024-09-10,S06,2024,9,8.3,35.2,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,9,11,2024-09-11,S06,2024,9,6.9,29.6,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,9,12,2024-09-12,S06,2024,9,12.7,33.3,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,9,13,2024-09-13,S06,2024,9,11.4,33.3,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,9,14,2024-09-14,S06,2024,9,9.3,42.6,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,9,15,2024-09-15,S06,2024,9,6.9,29.6,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,9,16,2024-09-16,S06,2024,9,12,33.3,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,9,17,2024-09-17,S06,2024,9,10.4,66.7,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,9,18,2024-09-18,S06,2024,9,11.8,38.9,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,9,19,2024-09-19,S06,2024,9,10.5,33.3,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,9,20,2024-09-20,S06,2024,9,11,40.7,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,9,21,2024-09-21,S06,2024,9,5.5,35.2,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,9,22,2024-09-22,S06,2024,9,7.7,27.8,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,9,23,2024-09-23,S06,2024,9,8.6,31.5,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,9,24,2024-09-24,S06,2024,9,3.9,24.1,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,9,25,2024-09-25,S06,2024,9,5.9,33.3,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,9,26,2024-09-26,S06,2024,9,6.1,46.3,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,9,27,2024-09-27,S06,2024,9,7.6,25.9,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,9,28,2024-09-28,S06,2024,9,8.5,33.3,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,9,29,2024-09-29,S06,2024,9,5.9,25.9,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,9,30,2024-09-30,S06,2024,9,6.2,31.5,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,10,1,2024-10-01,S06,2024,10,5.4,38.9,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,10,2,2024-10-02,S06,2024,10,6.6,27.8,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,10,3,2024-10-03,S06,2024,10,5.6,24.1,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,10,4,2024-10-04,S06,2024,10,4.7,18.5,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,10,5,2024-10-05,S06,2024,10,5.4,33.3,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,10,6,2024-10-06,S06,2024,10,6,29.6,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,10,7,2024-10-07,S06,2024,10,7.6,29.6,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,10,8,2024-10-08,S06,2024,10,6.6,40.7,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,10,9,2024-10-09,S06,2024,10,7.5,38.9,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,10,10,2024-10-10,S06,2024,10,5.7,27.8,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,10,11,2024-10-11,S06,2024,10,4.9,22.2,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,10,12,2024-10-12,S06,2024,10,3.5,18.5,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,10,13,2024-10-13,S06,2024,10,4.2,22.2,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,10,14,2024-10-14,S06,2024,10,4.6,29.6,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,10,15,2024-10-15,S06,2024,10,7.3,37,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,10,16,2024-10-16,S06,2024,10,5.2,46.3,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,10,17,2024-10-17,S06,2024,10,4,53.7,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,10,18,2024-10-18,S06,2024,10,5.2,22.2,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,10,19,2024-10-19,S06,2024,10,5.3,37,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,10,20,2024-10-20,S06,2024,10,5,33.3,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,10,21,2024-10-21,S06,2024,10,5.3,37,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,10,22,2024-10-22,S06,2024,10,6.6,25.9,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,10,23,2024-10-23,S06,2024,10,6.7,31.5,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,10,24,2024-10-24,S06,2024,10,7,33.3,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,10,25,2024-10-25,S06,2024,10,6.4,35.2,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,10,26,2024-10-26,S06,2024,10,7.6,27.8,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,10,27,2024-10-27,S06,2024,10,7.5,29.6,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,10,28,2024-10-28,S06,2024,10,7.6,27.8,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,10,29,2024-10-29,S06,2024,10,8.2,33.3,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,10,30,2024-10-30,S06,2024,10,6.5,24.1,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,10,31,2024-10-31,S06,2024,10,5.6,31.5,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,11,1,2024-11-01,S06,2024,11,4.9,35.2,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,11,2,2024-11-02,S06,2024,11,4.6,38.9,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,11,3,2024-11-03,S06,2024,11,4.7,25.9,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,11,4,2024-11-04,S06,2024,11,4.3,35.2,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,11,5,2024-11-05,S06,2024,11,6.9,31.5,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,11,6,2024-11-06,S06,2024,11,6.2,29.6,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,11,7,2024-11-07,S06,2024,11,5.7,27.8,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,11,8,2024-11-08,S06,2024,11,5,35.2,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,11,9,2024-11-09,S06,2024,11,4.9,33.3,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,11,10,2024-11-10,S06,2024,11,5.2,35.2,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,11,11,2024-11-11,S06,2024,11,4.9,25.9,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,11,12,2024-11-12,S06,2024,11,4.8,31.5,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,11,13,2024-11-13,S06,2024,11,3.7,24.1,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,11,14,2024-11-14,S06,2024,11,3.2,18.5,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,11,15,2024-11-15,S06,2024,11,4.2,22.2,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,11,16,2024-11-16,S06,2024,11,3.9,35.2,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,11,17,2024-11-17,S06,2024,11,3.9,35.2,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,11,18,2024-11-18,S06,2024,11,5.8,29.6,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,11,19,2024-11-19,S06,2024,11,4.3,27.8,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,11,20,2024-11-20,S06,2024,11,5.3,22.2,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,11,21,2024-11-21,S06,2024,11,5,31.5,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,11,22,2024-11-22,S06,2024,11,4.4,38.9,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,11,23,2024-11-23,S06,2024,11,5.1,25.9,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,11,24,2024-11-24,S06,2024,11,6.3,27.8,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,11,25,2024-11-25,S06,2024,11,4.7,18.5,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,11,26,2024-11-26,S06,2024,11,4.2,31.5,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,11,27,2024-11-27,S06,2024,11,4.3,24.1,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,11,28,2024-11-28,S06,2024,11,4.3,20.4,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,11,29,2024-11-29,S06,2024,11,3.8,18.5,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,11,30,2024-11-30,S06,2024,11,5.2,20.4,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,12,1,2024-12-01,S06,2024,12,4.4,25.9,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,12,2,2024-12-02,S06,2024,12,5.9,27.8,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,12,3,2024-12-03,S06,2024,12,4.8,33.3,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,12,4,2024-12-04,S06,2024,12,3.4,22.2,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,12,5,2024-12-05,S06,2024,12,4.4,29.6,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,12,6,2024-12-06,S06,2024,12,5.9,22.2,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,12,7,2024-12-07,S06,2024,12,6.3,25.9,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,12,8,2024-12-08,S06,2024,12,7.4,38.9,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,12,9,2024-12-09,S06,2024,12,5.7,25.9,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,12,10,2024-12-10,S06,2024,12,5.3,38.9,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,12,11,2024-12-11,S06,2024,12,5,31.5,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,12,12,2024-12-12,S06,2024,12,3.5,18.5,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,12,13,2024-12-13,S06,2024,12,4.6,22.2,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,12,14,2024-12-14,S06,2024,12,5.1,31.5,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,12,15,2024-12-15,S06,2024,12,6.8,48.2,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,12,16,2024-12-16,S06,2024,12,6.5,27.8,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,12,17,2024-12-17,S06,2024,12,6.3,27.8,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,12,18,2024-12-18,S06,2024,12,7.7,31.5,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,12,19,2024-12-19,S06,2024,12,7.4,31.5,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,12,20,2024-12-20,S06,2024,12,10.1,33.3,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,12,21,2024-12-21,S06,2024,12,9.3,35.2,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,12,22,2024-12-22,S06,2024,12,10.2,33.3,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,12,23,2024-12-23,S06,2024,12,7.5,25.9,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,12,24,2024-12-24,S06,2024,12,7.5,29.6,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,12,25,2024-12-25,S06,2024,12,7.6,27.8,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,12,26,2024-12-26,S06,2024,12,5.9,20.4,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,12,27,2024-12-27,S06,2024,12,7.6,25.9,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,12,28,2024-12-28,S06,2024,12,10.5,35.2,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,12,29,2024-12-29,S06,2024,12,9.2,37,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,12,30,2024-12-30,S06,2024,12,8.6,35.2,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Paya Lebar,2024,12,31,2024-12-31,S06,2024,12,7.3,27.8,AWS,Paya Lebar,"c(35832.6430009714, 37686.8526496462)"
Admiralty,2020,1,1,2020-01-01,S104,2020,1,22,56.5,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,1,2,2020-01-02,S104,2020,1,20.2,57.6,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,1,3,2020-01-03,S104,2020,1,22.7,52.2,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,1,4,2020-01-04,S104,2020,1,20.9,58.7,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,1,5,2020-01-05,S104,2020,1,22.3,45.4,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,1,6,2020-01-06,S104,2020,1,18,51.5,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,1,7,2020-01-07,S104,2020,1,18.7,54.7,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,1,8,2020-01-08,S104,2020,1,20.9,50,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,1,9,2020-01-09,S104,2020,1,22.3,52.2,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,1,10,2020-01-10,S104,2020,1,16.2,43.9,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,1,11,2020-01-11,S104,2020,1,15.1,35.6,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,1,12,2020-01-12,S104,2020,1,15.1,38.5,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,1,13,2020-01-13,S104,2020,1,19.1,43.6,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,1,14,2020-01-14,S104,2020,1,20.9,45,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,1,15,2020-01-15,S104,2020,1,19.8,49,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,1,16,2020-01-16,S104,2020,1,17.3,38.9,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,1,17,2020-01-17,S104,2020,1,19.8,42.8,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,1,18,2020-01-18,S104,2020,1,19.1,43.9,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,1,19,2020-01-19,S104,2020,1,22,47.9,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,1,20,2020-01-20,S104,2020,1,22,55.1,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,1,21,2020-01-21,S104,2020,1,19.4,50,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,1,22,2020-01-22,S104,2020,1,23,49.7,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,1,23,2020-01-23,S104,2020,1,19.8,46.1,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,1,24,2020-01-24,S104,2020,1,21.2,47.5,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,1,25,2020-01-25,S104,2020,1,19.4,41,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,1,26,2020-01-26,S104,2020,1,17.3,41,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,1,27,2020-01-27,S104,2020,1,16.2,35.3,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,1,28,2020-01-28,S104,2020,1,16.9,38.9,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,1,29,2020-01-29,S104,2020,1,12.6,52.2,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,1,30,2020-01-30,S104,2020,1,17.6,44.6,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,1,31,2020-01-31,S104,2020,1,22.3,52.2,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,2,1,2020-02-01,S104,2020,2,24.5,60.5,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,2,2,2020-02-02,S104,2020,2,25.2,61.6,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,2,3,2020-02-03,S104,2020,2,22,49.7,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,2,4,2020-02-04,S104,2020,2,20.2,49.7,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,2,5,2020-02-05,S104,2020,2,20.5,46.4,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,2,6,2020-02-06,S104,2020,2,23,48.6,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,2,7,2020-02-07,S104,2020,2,23.4,50,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,2,8,2020-02-08,S104,2020,2,19.1,42.5,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,2,9,2020-02-09,S104,2020,2,14.4,46.8,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,2,10,2020-02-10,S104,2020,2,13,37.8,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,2,11,2020-02-11,S104,2020,2,16.2,39.2,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,2,12,2020-02-12,S104,2020,2,17.3,40.7,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,2,13,2020-02-13,S104,2020,2,20.5,42.1,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
Admiralty,2020,2,14,2020-02-14,S104,2020,2,20.2,41.8,AWS,Admiralty,"c(22667.410057558, 47284.6997173195)"
