Station,Year,Month,Day,date,station,year,month,Mean Wind Speed (km/h),Max Wind Speed (km/h),StationType,StationName,geometry
Newton,2024,1,28,2024-01-28,S111,2024,1,9.1,38.2,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,1,29,2024-01-29,S111,2024,1,8.7,45.4,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,1,30,2024-01-30,S111,2024,1,7.5,33.5,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,1,31,2024-01-31,S111,2024,1,7.1,30.2,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,2,1,2024-02-01,S111,2024,2,7.4,35,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,2,2,2024-02-02,S111,2024,2,6.4,33.5,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,2,3,2024-02-03,S111,2024,2,7.4,38.5,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,2,4,2024-02-04,S111,2024,2,6.3,26.3,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,2,5,2024-02-05,S111,2024,2,6.9,32.8,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,2,6,2024-02-06,S111,2024,2,5.8,28.5,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,2,7,2024-02-07,S111,2024,2,6.4,30.9,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,2,8,2024-02-08,S111,2024,2,5.5,29.8,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,2,9,2024-02-09,S111,2024,2,6.3,28.9,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,2,10,2024-02-10,S111,2024,2,7.4,31.7,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,2,11,2024-02-11,S111,2024,2,7.8,37.8,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,2,12,2024-02-12,S111,2024,2,7.9,50.7,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,2,13,2024-02-13,S111,2024,2,8.1,42,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,2,14,2024-02-14,S111,2024,2,8.2,40.7,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,2,15,2024-02-15,S111,2024,2,7.5,37.4,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,2,16,2024-02-16,S111,2024,2,8.3,43.2,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,2,17,2024-02-17,S111,2024,2,7.4,35,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,2,18,2024-02-18,S111,2024,2,6.3,31.3,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,2,19,2024-02-19,S111,2024,2,7.9,32,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,2,20,2024-02-20,S111,2024,2,6.9,27,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,2,21,2024-02-21,S111,2024,2,6.3,30.2,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,2,22,2024-02-22,S111,2024,2,6,40,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,2,23,2024-02-23,S111,2024,2,6.8,30.9,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,2,24,2024-02-24,S111,2024,2,7.2,30.6,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,2,25,2024-02-25,S111,2024,2,8.1,32.4,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,2,26,2024-02-26,S111,2024,2,9,38.2,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,2,27,2024-02-27,S111,2024,2,7.9,42,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,2,28,2024-02-28,S111,2024,2,8.7,37.4,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,2,29,2024-02-29,S111,2024,2,7.8,35.6,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,3,1,2024-03-01,S111,2024,3,6.7,32.8,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,3,2,2024-03-02,S111,2024,3,6.4,35.2,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,3,3,2024-03-03,S111,2024,3,6.2,29.8,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,3,4,2024-03-04,S111,2024,3,6,37.8,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,3,5,2024-03-05,S111,2024,3,3.8,22,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,3,6,2024-03-06,S111,2024,3,5.1,24.4,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,3,7,2024-03-07,S111,2024,3,4.2,28.2,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,3,8,2024-03-08,S111,2024,3,4.5,20.9,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,3,9,2024-03-09,S111,2024,3,6.2,27,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,3,10,2024-03-10,S111,2024,3,6,29.8,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,3,11,2024-03-11,S111,2024,3,7,33.5,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,3,12,2024-03-12,S111,2024,3,7.4,37.4,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,3,13,2024-03-13,S111,2024,3,8,35,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,3,14,2024-03-14,S111,2024,3,7.6,33.9,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,3,15,2024-03-15,S111,2024,3,6.3,28.2,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,3,16,2024-03-16,S111,2024,3,7,31.3,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,3,17,2024-03-17,S111,2024,3,7.9,38.2,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,3,18,2024-03-18,S111,2024,3,7.3,34.3,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,3,19,2024-03-19,S111,2024,3,7.4,31.3,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,3,20,2024-03-20,S111,2024,3,7.8,33.2,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,3,21,2024-03-21,S111,2024,3,7.3,33.2,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,3,22,2024-03-22,S111,2024,3,7.9,35.9,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,3,23,2024-03-23,S111,2024,3,8,29.8,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,3,24,2024-03-24,S111,2024,3,9.5,31.3,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,3,25,2024-03-25,S111,2024,3,7.5,27.8,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,3,26,2024-03-26,S111,2024,3,7.5,34.6,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,3,27,2024-03-27,S111,2024,3,7.4,30.9,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,3,28,2024-03-28,S111,2024,3,9.9,38.9,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,3,29,2024-03-29,S111,2024,3,12.5,37.8,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,3,30,2024-03-30,S111,2024,3,11,43.5,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,3,31,2024-03-31,S111,2024,3,4.3,24.4,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,4,1,2024-04-01,S111,2024,4,6.1,37,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,4,2,2024-04-02,S111,2024,4,8.8,29.4,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,4,3,2024-04-03,S111,2024,4,6.9,29.1,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,4,4,2024-04-04,S111,2024,4,4.5,40,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,4,5,2024-04-05,S111,2024,4,5.5,28.9,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,4,6,2024-04-06,S111,2024,4,7.5,29.1,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,4,7,2024-04-07,S111,2024,4,7.2,25.2,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,4,8,2024-04-08,S111,2024,4,5.1,42,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,4,9,2024-04-09,S111,2024,4,5.1,25.6,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,4,10,2024-04-10,S111,2024,4,4.9,32.4,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,4,11,2024-04-11,S111,2024,4,7,32.8,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,4,12,2024-04-12,S111,2024,4,5.3,33.5,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,4,13,2024-04-13,S111,2024,4,6.3,30.6,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,4,14,2024-04-14,S111,2024,4,5.6,30.9,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,4,15,2024-04-15,S111,2024,4,7.2,33.5,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,4,16,2024-04-16,S111,2024,4,5.8,23.7,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,4,17,2024-04-17,S111,2024,4,5.3,33.9,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,4,18,2024-04-18,S111,2024,4,5.5,23.7,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,4,19,2024-04-19,S111,2024,4,5.7,27,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,4,20,2024-04-20,S111,2024,4,5.8,40,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,4,21,2024-04-21,S111,2024,4,4.7,33.5,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,4,22,2024-04-22,S111,2024,4,5,26.3,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,4,23,2024-04-23,S111,2024,4,6.2,25.9,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,4,24,2024-04-24,S111,2024,4,7.2,29.1,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,4,25,2024-04-25,S111,2024,4,8.1,35,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,4,26,2024-04-26,S111,2024,4,5.4,29.8,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,4,27,2024-04-27,S111,2024,4,6.8,30.2,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,4,28,2024-04-28,S111,2024,4,7.9,35.9,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,4,29,2024-04-29,S111,2024,4,8.9,33.9,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,4,30,2024-04-30,S111,2024,4,8.3,24.4,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,5,1,2024-05-01,S111,2024,5,8.1,35.9,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,5,2,2024-05-02,S111,2024,5,5.5,28.9,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,5,3,2024-05-03,S111,2024,5,7.1,24.4,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,5,4,2024-05-04,S111,2024,5,6.2,34.3,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,5,5,2024-05-05,S111,2024,5,6.1,23.7,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,5,6,2024-05-06,S111,2024,5,9.6,40.4,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,5,7,2024-05-07,S111,2024,5,4.9,20.9,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,5,8,2024-05-08,S111,2024,5,6.1,24.4,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,5,9,2024-05-09,S111,2024,5,9,35,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,5,10,2024-05-10,S111,2024,5,8.8,56.9,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,5,11,2024-05-11,S111,2024,5,8.8,31.7,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,5,12,2024-05-12,S111,2024,5,6.4,29.4,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,5,13,2024-05-13,S111,2024,5,4.8,43.9,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,5,14,2024-05-14,S111,2024,5,5.2,30.6,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,5,15,2024-05-15,S111,2024,5,5.8,34.6,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,5,16,2024-05-16,S111,2024,5,5.5,36.7,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,5,17,2024-05-17,S111,2024,5,6.2,23.3,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,5,18,2024-05-18,S111,2024,5,7.4,42.4,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,5,19,2024-05-19,S111,2024,5,9.2,36.7,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,5,20,2024-05-20,S111,2024,5,7.8,30.9,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,5,21,2024-05-21,S111,2024,5,8.5,35.2,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,5,22,2024-05-22,S111,2024,5,5.9,21.3,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,5,23,2024-05-23,S111,2024,5,4.9,28.2,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,5,24,2024-05-24,S111,2024,5,4,29.4,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,5,25,2024-05-25,S111,2024,5,5.4,27.8,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,5,26,2024-05-26,S111,2024,5,6.1,25.9,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,5,27,2024-05-27,S111,2024,5,8.2,28.9,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,5,28,2024-05-28,S111,2024,5,6.4,40.4,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,5,29,2024-05-29,S111,2024,5,9.3,35.6,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,5,30,2024-05-30,S111,2024,5,9.1,52.6,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,5,31,2024-05-31,S111,2024,5,7.5,27,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,6,1,2024-06-01,S111,2024,6,6.3,34.6,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,6,2,2024-06-02,S111,2024,6,4.9,21.3,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,6,3,2024-06-03,S111,2024,6,4.4,28.2,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,6,4,2024-06-04,S111,2024,6,6,25.9,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,6,5,2024-06-05,S111,2024,6,7.8,24.8,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,6,6,2024-06-06,S111,2024,6,7.9,28.9,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,6,7,2024-06-07,S111,2024,6,5,30.9,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,6,8,2024-06-08,S111,2024,6,5.7,35.2,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,6,9,2024-06-09,S111,2024,6,6.3,30.9,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,6,10,2024-06-10,S111,2024,6,6.3,27,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,6,11,2024-06-11,S111,2024,6,5.6,34.6,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,6,12,2024-06-12,S111,2024,6,5.2,34.3,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,6,13,2024-06-13,S111,2024,6,4.5,23.7,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,6,14,2024-06-14,S111,2024,6,6,27.4,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,6,15,2024-06-15,S111,2024,6,4.2,32.8,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,6,16,2024-06-16,S111,2024,6,6.4,29.1,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,6,17,2024-06-17,S111,2024,6,6.8,55,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,6,18,2024-06-18,S111,2024,6,5.7,27.8,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,6,19,2024-06-19,S111,2024,6,7.2,35.9,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,6,20,2024-06-20,S111,2024,6,5.8,30.9,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,6,21,2024-06-21,S111,2024,6,7.9,43.9,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,6,22,2024-06-22,S111,2024,6,8.5,50.7,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,6,23,2024-06-23,S111,2024,6,7.7,28.5,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,6,24,2024-06-24,S111,2024,6,8.5,35,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,6,25,2024-06-25,S111,2024,6,9.9,40.7,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,6,26,2024-06-26,S111,2024,6,11.3,37.8,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,6,27,2024-06-27,S111,2024,6,8,30.9,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,6,28,2024-06-28,S111,2024,6,5.2,28.5,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,6,29,2024-06-29,S111,2024,6,5.8,32,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,6,30,2024-06-30,S111,2024,6,5.6,34.3,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,7,1,2024-07-01,S111,2024,7,4.1,21.7,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,7,2,2024-07-02,S111,2024,7,6,32,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,7,3,2024-07-03,S111,2024,7,8.1,40.7,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,7,4,2024-07-04,S111,2024,7,9.3,36.3,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,7,5,2024-07-05,S111,2024,7,5,30.6,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,7,6,2024-07-06,S111,2024,7,5.6,23.3,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,7,7,2024-07-07,S111,2024,7,6.3,27.8,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,7,8,2024-07-08,S111,2024,7,5.3,26.7,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,7,9,2024-07-09,S111,2024,7,7.8,31.7,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,7,10,2024-07-10,S111,2024,7,6.2,35.2,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,7,11,2024-07-11,S111,2024,7,9.8,40,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,7,12,2024-07-12,S111,2024,7,8,28.9,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,7,13,2024-07-13,S111,2024,7,9.3,35,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,7,14,2024-07-14,S111,2024,7,9.6,37,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,7,15,2024-07-15,S111,2024,7,9.8,33.9,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,7,16,2024-07-16,S111,2024,7,10.1,40.7,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,7,17,2024-07-17,S111,2024,7,9.5,33.9,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,7,18,2024-07-18,S111,2024,7,10.4,38.5,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,7,19,2024-07-19,S111,2024,7,11.4,35.2,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,7,20,2024-07-20,S111,2024,7,10.2,36.7,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,7,21,2024-07-21,S111,2024,7,10.4,37.4,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,7,22,2024-07-22,S111,2024,7,10.5,32,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,7,23,2024-07-23,S111,2024,7,10.5,31.3,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,7,24,2024-07-24,S111,2024,7,10.1,43.2,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,7,25,2024-07-25,S111,2024,7,11.6,39.3,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,7,26,2024-07-26,S111,2024,7,12.2,35.2,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,7,27,2024-07-27,S111,2024,7,11.8,47.8,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,7,28,2024-07-28,S111,2024,7,13.5,41.5,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,7,29,2024-07-29,S111,2024,7,13,34.6,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,7,30,2024-07-30,S111,2024,7,12.2,35.2,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,7,31,2024-07-31,S111,2024,7,11.6,43.9,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,8,1,2024-08-01,S111,2024,8,7.5,39.6,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,8,2,2024-08-02,S111,2024,8,9.8,33.2,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,8,3,2024-08-03,S111,2024,8,10.3,36.7,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,8,4,2024-08-04,S111,2024,8,6.9,42.4,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,8,5,2024-08-05,S111,2024,8,7.5,38.9,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,8,6,2024-08-06,S111,2024,8,10.5,34.6,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,8,7,2024-08-07,S111,2024,8,9.9,40.4,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,8,8,2024-08-08,S111,2024,8,10.1,33.9,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,8,9,2024-08-09,S111,2024,8,10.9,51.1,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,8,10,2024-08-10,S111,2024,8,5.3,38.5,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,8,11,2024-08-11,S111,2024,8,8.6,38.2,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,8,12,2024-08-12,S111,2024,8,9.5,45.4,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,8,13,2024-08-13,S111,2024,8,13.2,34.6,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,8,14,2024-08-14,S111,2024,8,7.6,46.5,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,8,15,2024-08-15,S111,2024,8,9,39.3,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,8,16,2024-08-16,S111,2024,8,11.7,45,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,8,17,2024-08-17,S111,2024,8,12,37.8,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,8,18,2024-08-18,S111,2024,8,10.7,30.6,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,8,19,2024-08-19,S111,2024,8,9.3,32.8,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,8,20,2024-08-20,S111,2024,8,7.3,32.8,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,8,21,2024-08-21,S111,2024,8,6.8,31.7,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,8,22,2024-08-22,S111,2024,8,7,31.3,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,8,23,2024-08-23,S111,2024,8,8.5,28.9,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,8,24,2024-08-24,S111,2024,8,7.2,39.6,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,8,25,2024-08-25,S111,2024,8,6.3,48.2,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,8,26,2024-08-26,S111,2024,8,6.5,37.8,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,8,27,2024-08-27,S111,2024,8,5.5,49.6,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,8,28,2024-08-28,S111,2024,8,7.9,31.3,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,8,29,2024-08-29,S111,2024,8,7.3,35.6,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,8,30,2024-08-30,S111,2024,8,9.9,42,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,8,31,2024-08-31,S111,2024,8,9.6,35,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,9,1,2024-09-01,S111,2024,9,10.1,32.4,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
Newton,2024,9,2,2024-09-02,S111,2024,9,11.4,36.7,AWS,Newton,"c(28354.0621193234, 32545.0071782377)"
