Station,Year,Month,Day,date,station,year,month,Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C)
Choa Chu Kang (South),2021,7,30,2021-07-30,S121,2021,7,30.1,33.6,27.7
Choa Chu Kang (South),2021,7,31,2021-07-31,S121,2021,7,27.8,31.4,23.9
Choa Chu Kang (South),2021,8,1,2021-08-01,S121,2021,8,26.9,31.2,22.9
Choa Chu Kang (South),2021,8,2,2021-08-02,S121,2021,8,27.9,32.5,25.2
Choa Chu Kang (South),2021,8,3,2021-08-03,S121,2021,8,28.5,33.2,22.4
Choa Chu Kang (South),2021,8,4,2021-08-04,S121,2021,8,27.2,29.6,23.1
Choa Chu Kang (South),2021,8,5,2021-08-05,S121,2021,8,29.1,32.3,26.2
Choa Chu Kang (South),2021,8,6,2021-08-06,S121,2021,8,28.6,32.5,26.4
Choa Chu Kang (South),2021,8,7,2021-08-07,S121,2021,8,27.9,33.6,25.5
Choa Chu Kang (South),2021,8,8,2021-08-08,S121,2021,8,26.8,33.5,24.3
Choa Chu Kang (South),2021,8,9,2021-08-09,S121,2021,8,28.5,34.1,23.9
Choa Chu Kang (South),2021,8,10,2021-08-10,S121,2021,8,29.3,32.9,26.9
Choa Chu Kang (South),2021,8,11,2021-08-11,S121,2021,8,28.5,31.1,26.3
Choa Chu Kang (South),2021,8,12,2021-08-12,S121,2021,8,28.2,31.4,25.4
Choa Chu Kang (South),2021,8,13,2021-08-13,S121,2021,8,27.5,32.4,25.2
Choa Chu Kang (South),2021,8,14,2021-08-14,S121,2021,8,26.5,33.1,24
Choa Chu Kang (South),2021,8,15,2021-08-15,S121,2021,8,27.2,32.2,24
Choa Chu Kang (South),2021,8,16,2021-08-16,S121,2021,8,27.5,31.9,24.2
Choa Chu Kang (South),2021,8,17,2021-08-17,S121,2021,8,26.2,30,25
Choa Chu Kang (South),2021,8,18,2021-08-18,S121,2021,8,25.4,27.6,23.2
Choa Chu Kang (South),2021,8,19,2021-08-19,S121,2021,8,26.3,30.4,22.3
Choa Chu Kang (South),2021,8,20,2021-08-20,S121,2021,8,25.1,26.7,22.6
Choa Chu Kang (South),2021,8,21,2021-08-21,S121,2021,8,27.3,30.5,24.4
Choa Chu Kang (South),2021,8,22,2021-08-22,S121,2021,8,26.2,31.2,24.1
Choa Chu Kang (South),2021,8,23,2021-08-23,S121,2021,8,27.1,32.3,23.8
Choa Chu Kang (South),2021,8,24,2021-08-24,S121,2021,8,25,27.5,22.9
Choa Chu Kang (South),2021,8,25,2021-08-25,S121,2021,8,25.8,28.4,23.2
Choa Chu Kang (South),2021,8,26,2021-08-26,S121,2021,8,26.9,31.9,23.9
Choa Chu Kang (South),2021,8,27,2021-08-27,S121,2021,8,27.7,32.2,24.4
Choa Chu Kang (South),2021,8,28,2021-08-28,S121,2021,8,28.7,32.6,25.9
Choa Chu Kang (South),2021,8,29,2021-08-29,S121,2021,8,26.3,31.1,24
Choa Chu Kang (South),2021,8,30,2021-08-30,S121,2021,8,25.3,28.4,22.9
Choa Chu Kang (South),2021,8,31,2021-08-31,S121,2021,8,26.7,31.7,23.4
Choa Chu Kang (South),2021,9,1,2021-09-01,S121,2021,9,28.1,32.3,25.4
Choa Chu Kang (South),2021,9,2,2021-09-02,S121,2021,9,25.7,28.4,23
Choa Chu Kang (South),2021,9,3,2021-09-03,S121,2021,9,27.9,32.4,24.8
Choa Chu Kang (South),2021,9,4,2021-09-04,S121,2021,9,27.8,33.4,23
Choa Chu Kang (South),2021,9,5,2021-09-05,S121,2021,9,27.7,32.6,24.4
Choa Chu Kang (South),2021,9,6,2021-09-06,S121,2021,9,26.4,33.4,22.5
Choa Chu Kang (South),2021,9,7,2021-09-07,S121,2021,9,27.6,32.1,24.7
Choa Chu Kang (South),2021,9,8,2021-09-08,S121,2021,9,28.1,32.3,24.3
Choa Chu Kang (South),2021,9,9,2021-09-09,S121,2021,9,29,32.4,25.7
Choa Chu Kang (South),2021,9,10,2021-09-10,S121,2021,9,27,30.1,22.7
Choa Chu Kang (South),2021,9,11,2021-09-11,S121,2021,9,28.5,32.5,25
Choa Chu Kang (South),2021,9,12,2021-09-12,S121,2021,9,28.7,31.9,26.4
Choa Chu Kang (South),2021,9,13,2021-09-13,S121,2021,9,26.5,28.3,25
Choa Chu Kang (South),2021,9,14,2021-09-14,S121,2021,9,28.3,31.9,26.2
Choa Chu Kang (South),2021,9,15,2021-09-15,S121,2021,9,28.7,33.3,25.3
Choa Chu Kang (South),2021,9,16,2021-09-16,S121,2021,9,28.5,33.6,26.2
Choa Chu Kang (South),2021,9,17,2021-09-17,S121,2021,9,28.9,34.2,25.2
Choa Chu Kang (South),2021,9,18,2021-09-18,S121,2021,9,28.9,34,26.2
Choa Chu Kang (South),2021,9,19,2021-09-19,S121,2021,9,25.6,27.2,23.3
Choa Chu Kang (South),2021,9,20,2021-09-20,S121,2021,9,28.2,32.3,24.4
Choa Chu Kang (South),2021,9,21,2021-09-21,S121,2021,9,27.9,32,23.8
Choa Chu Kang (South),2021,9,22,2021-09-22,S121,2021,9,28,32.4,23.4
Choa Chu Kang (South),2021,9,23,2021-09-23,S121,2021,9,28.1,31.6,24.3
Choa Chu Kang (South),2021,9,24,2021-09-24,S121,2021,9,28.7,33.4,26.3
Choa Chu Kang (South),2021,9,25,2021-09-25,S121,2021,9,28.6,33.9,25.7
Choa Chu Kang (South),2021,9,26,2021-09-26,S121,2021,9,28,33.3,24.9
Choa Chu Kang (South),2021,9,27,2021-09-27,S121,2021,9,26.8,31.8,24.7
Choa Chu Kang (South),2021,9,28,2021-09-28,S121,2021,9,27.1,32.1,24.8
Choa Chu Kang (South),2021,9,29,2021-09-29,S121,2021,9,28.4,32.2,25.3
Choa Chu Kang (South),2021,9,30,2021-09-30,S121,2021,9,26.4,27.9,25.2
Choa Chu Kang (South),2021,10,1,2021-10-01,S121,2021,10,27,31.3,23.7
Choa Chu Kang (South),2021,10,2,2021-10-02,S121,2021,10,26.4,29.8,23
Choa Chu Kang (South),2021,10,3,2021-10-03,S121,2021,10,27.7,33.3,24.9
Choa Chu Kang (South),2021,10,4,2021-10-04,S121,2021,10,28.8,34.1,25.3
Choa Chu Kang (South),2021,10,5,2021-10-05,S121,2021,10,27.4,28.9,23.8
Choa Chu Kang (South),2021,10,6,2021-10-06,S121,2021,10,29.1,32.8,25.5
Choa Chu Kang (South),2021,10,7,2021-10-07,S121,2021,10,29.2,32.6,26.5
Choa Chu Kang (South),2021,10,8,2021-10-08,S121,2021,10,30.1,33.7,27.3
Choa Chu Kang (South),2021,10,9,2021-10-09,S121,2021,10,30.1,33.5,27.5
Choa Chu Kang (South),2021,10,10,2021-10-10,S121,2021,10,28.2,32.1,25.7
Choa Chu Kang (South),2021,10,11,2021-10-11,S121,2021,10,29.9,34.3,25.9
Choa Chu Kang (South),2021,10,12,2021-10-12,S121,2021,10,29.8,33,27.2
Choa Chu Kang (South),2021,10,13,2021-10-13,S121,2021,10,29.9,33.9,27.4
Choa Chu Kang (South),2021,10,14,2021-10-14,S121,2021,10,29.8,32.8,28.1
Choa Chu Kang (South),2021,10,15,2021-10-15,S121,2021,10,29.6,33.3,24
Choa Chu Kang (South),2021,10,16,2021-10-16,S121,2021,10,29.7,33.7,27.5
Choa Chu Kang (South),2021,10,17,2021-10-17,S121,2021,10,27.1,32,25.3
Choa Chu Kang (South),2021,10,18,2021-10-18,S121,2021,10,27.2,31.1,24.5
Choa Chu Kang (South),2021,10,19,2021-10-19,S121,2021,10,28.6,33.4,25.7
Choa Chu Kang (South),2021,10,20,2021-10-20,S121,2021,10,26.3,31.5,24.2
Choa Chu Kang (South),2021,10,21,2021-10-21,S121,2021,10,27,31.9,24.3
Choa Chu Kang (South),2021,10,22,2021-10-22,S121,2021,10,27.6,32.4,25
Choa Chu Kang (South),2021,10,23,2021-10-23,S121,2021,10,27.2,33,24.9
Choa Chu Kang (South),2021,10,24,2021-10-24,S121,2021,10,27.7,33.3,24.9
Choa Chu Kang (South),2021,10,25,2021-10-25,S121,2021,10,27.8,32.2,25.3
Choa Chu Kang (South),2021,10,26,2021-10-26,S121,2021,10,28.6,33.3,25.2
Choa Chu Kang (South),2021,10,27,2021-10-27,S121,2021,10,28.7,33.3,23.9
Choa Chu Kang (South),2021,10,28,2021-10-28,S121,2021,10,27.4,29.5,23.6
Choa Chu Kang (South),2021,10,29,2021-10-29,S121,2021,10,28.7,33.3,25.6
Choa Chu Kang (South),2021,10,30,2021-10-30,S121,2021,10,28.5,34,26.2
Choa Chu Kang (South),2021,10,31,2021-10-31,S121,2021,10,27.3,32.6,24.4
Choa Chu Kang (South),2021,11,1,2021-11-01,S121,2021,11,26,31.5,23.5
Choa Chu Kang (South),2021,11,2,2021-11-02,S121,2021,11,25.7,30.7,23.4
Choa Chu Kang (South),2021,11,3,2021-11-03,S121,2021,11,26.3,30.9,24.2
Choa Chu Kang (South),2021,11,4,2021-11-04,S121,2021,11,26.9,33.7,24.6
Choa Chu Kang (South),2021,11,5,2021-11-05,S121,2021,11,26.5,32.6,24.5
Choa Chu Kang (South),2021,11,6,2021-11-06,S121,2021,11,28.1,32.5,24.4
Choa Chu Kang (South),2021,11,7,2021-11-07,S121,2021,11,27.5,31.4,25.4
Choa Chu Kang (South),2021,11,8,2021-11-08,S121,2021,11,27.3,29.8,25.3
Choa Chu Kang (South),2021,11,9,2021-11-09,S121,2021,11,26.9,33.7,24.4
Choa Chu Kang (South),2021,11,10,2021-11-10,S121,2021,11,25.7,28.8,23.7
Choa Chu Kang (South),2021,11,11,2021-11-11,S121,2021,11,27.4,31.7,24.3
Choa Chu Kang (South),2021,11,12,2021-11-12,S121,2021,11,27.5,31.6,23.6
Choa Chu Kang (South),2021,11,13,2021-11-13,S121,2021,11,26.8,29.5,22.9
Choa Chu Kang (South),2021,11,14,2021-11-14,S121,2021,11,28.7,33.7,25.6
Choa Chu Kang (South),2021,11,15,2021-11-15,S121,2021,11,27.8,31.5,26.1
Choa Chu Kang (South),2021,11,16,2021-11-16,S121,2021,11,28.5,33.3,25.1
Choa Chu Kang (South),2021,11,17,2021-11-17,S121,2021,11,28.1,32.6,25.8
Choa Chu Kang (South),2021,11,18,2021-11-18,S121,2021,11,26.6,30.3,23
Choa Chu Kang (South),2021,11,19,2021-11-19,S121,2021,11,28.2,31.4,25.2
Choa Chu Kang (South),2021,11,20,2021-11-20,S121,2021,11,26.7,29.7,23.7
Choa Chu Kang (South),2021,11,21,2021-11-21,S121,2021,11,28.1,35,25.4
Choa Chu Kang (South),2021,11,22,2021-11-22,S121,2021,11,28.5,33.3,25.2
Choa Chu Kang (South),2021,11,23,2021-11-23,S121,2021,11,26.3,31.7,24.6
Choa Chu Kang (South),2021,11,24,2021-11-24,S121,2021,11,25.5,26.6,24.6
Choa Chu Kang (South),2021,11,25,2021-11-25,S121,2021,11,27.8,33.2,24
Choa Chu Kang (South),2021,11,26,2021-11-26,S121,2021,11,27.9,32.1,24.9
Choa Chu Kang (South),2021,11,27,2021-11-27,S121,2021,11,27.9,33.1,24.7
Choa Chu Kang (South),2021,11,28,2021-11-28,S121,2021,11,28,31.5,25.6
Choa Chu Kang (South),2021,11,29,2021-11-29,S121,2021,11,29.1,32.9,25.5
Choa Chu Kang (South),2021,11,30,2021-11-30,S121,2021,11,30,33.7,26.6
Choa Chu Kang (South),2021,12,1,2021-12-01,S121,2021,12,30.3,34.7,26.2
Choa Chu Kang (South),2021,12,2,2021-12-02,S121,2021,12,26.2,28.8,23.4
Choa Chu Kang (South),2021,12,3,2021-12-03,S121,2021,12,26.9,30.6,24.4
Choa Chu Kang (South),2021,12,4,2021-12-04,S121,2021,12,27.1,31.2,24.5
Choa Chu Kang (South),2021,12,5,2021-12-05,S121,2021,12,27.4,30.5,25.6
Choa Chu Kang (South),2021,12,6,2021-12-06,S121,2021,12,27.6,31.2,25.2
Choa Chu Kang (South),2021,12,7,2021-12-07,S121,2021,12,28.1,32.1,25.4
Choa Chu Kang (South),2021,12,8,2021-12-08,S121,2021,12,27.8,31.6,25.3
Choa Chu Kang (South),2021,12,9,2021-12-09,S121,2021,12,28,32.9,25.2
Choa Chu Kang (South),2021,12,10,2021-12-10,S121,2021,12,26.8,31.8,24.1
Choa Chu Kang (South),2021,12,11,2021-12-11,S121,2021,12,26.2,30.5,24.6
Choa Chu Kang (South),2021,12,12,2021-12-12,S121,2021,12,26.5,29.4,25.1
Choa Chu Kang (South),2021,12,13,2021-12-13,S121,2021,12,26.8,30.6,24.3
Choa Chu Kang (South),2021,12,14,2021-12-14,S121,2021,12,27.8,32.2,25.1
Choa Chu Kang (South),2021,12,15,2021-12-15,S121,2021,12,27.8,31.4,25.5
Choa Chu Kang (South),2021,12,16,2021-12-16,S121,2021,12,28.2,32.1,25.2
Choa Chu Kang (South),2021,12,17,2021-12-17,S121,2021,12,26.7,30.8,23.9
Choa Chu Kang (South),2021,12,18,2021-12-18,S121,2021,12,27.7,32.3,24.1
Choa Chu Kang (South),2021,12,19,2021-12-19,S121,2021,12,27,30.9,23.8
Choa Chu Kang (South),2021,12,20,2021-12-20,S121,2021,12,27.6,32.1,24.5
Choa Chu Kang (South),2021,12,21,2021-12-21,S121,2021,12,28.8,34.2,25.3
Choa Chu Kang (South),2021,12,22,2021-12-22,S121,2021,12,28.4,32.3,26.5
Choa Chu Kang (South),2021,12,23,2021-12-23,S121,2021,12,27.2,31.1,25.3
Choa Chu Kang (South),2021,12,24,2021-12-24,S121,2021,12,27,32.2,24.1
Choa Chu Kang (South),2021,12,25,2021-12-25,S121,2021,12,26.8,31.3,24.1
Choa Chu Kang (South),2021,12,26,2021-12-26,S121,2021,12,27.3,31.5,24.5
Choa Chu Kang (South),2021,12,27,2021-12-27,S121,2021,12,28.3,33.9,25.1
Choa Chu Kang (South),2021,12,28,2021-12-28,S121,2021,12,28.2,32.9,25.2
Choa Chu Kang (South),2021,12,29,2021-12-29,S121,2021,12,27.2,31.1,25
Choa Chu Kang (South),2021,12,30,2021-12-30,S121,2021,12,26.7,31.3,24.8
Choa Chu Kang (South),2021,12,31,2021-12-31,S121,2021,12,25.1,26.1,23.8
Choa Chu Kang (South),2022,1,1,2022-01-01,S121,2022,1,25.3,30.4,23.5
Choa Chu Kang (South),2022,1,2,2022-01-02,S121,2022,1,24,24.9,23.5
Choa Chu Kang (South),2022,1,3,2022-01-03,S121,2022,1,25.7,30.3,23.2
Choa Chu Kang (South),2022,1,4,2022-01-04,S121,2022,1,25.7,30.5,23.9
Choa Chu Kang (South),2022,1,5,2022-01-05,S121,2022,1,27.4,32.8,24.5
Choa Chu Kang (South),2022,1,6,2022-01-06,S121,2022,1,28.1,33.7,25.1
Choa Chu Kang (South),2022,1,7,2022-01-07,S121,2022,1,27.2,32.7,24.9
Choa Chu Kang (South),2022,1,8,2022-01-08,S121,2022,1,27.5,31.4,25.6
Choa Chu Kang (South),2022,1,9,2022-01-09,S121,2022,1,28,32.1,25.1
Choa Chu Kang (South),2022,1,10,2022-01-10,S121,2022,1,27.8,32.2,25.2
Choa Chu Kang (South),2022,1,11,2022-01-11,S121,2022,1,27.5,31.7,24.5
Choa Chu Kang (South),2022,1,12,2022-01-12,S121,2022,1,27.6,32.1,24.9
Choa Chu Kang (South),2022,1,13,2022-01-13,S121,2022,1,27.4,32.3,24.1
Choa Chu Kang (South),2022,1,14,2022-01-14,S121,2022,1,27.2,32.1,24.4
Choa Chu Kang (South),2022,1,15,2022-01-15,S121,2022,1,27.7,32.6,25.1
Choa Chu Kang (South),2022,1,16,2022-01-16,S121,2022,1,27.9,32.1,25.3
Choa Chu Kang (South),2022,1,17,2022-01-17,S121,2022,1,27.4,30.8,25.7
Choa Chu Kang (South),2022,1,18,2022-01-18,S121,2022,1,27.8,32.4,25.1
Choa Chu Kang (South),2022,1,19,2022-01-19,S121,2022,1,27.2,31.1,24.6
Choa Chu Kang (South),2022,1,20,2022-01-20,S121,2022,1,27,32.2,24.5
Choa Chu Kang (South),2022,1,21,2022-01-21,S121,2022,1,27.6,32.6,24.5
Choa Chu Kang (South),2022,1,22,2022-01-22,S121,2022,1,27.9,34.1,25.2
Choa Chu Kang (South),2022,1,23,2022-01-23,S121,2022,1,28,33.9,24.8
Choa Chu Kang (South),2022,1,24,2022-01-24,S121,2022,1,27.8,32.6,24.7
Choa Chu Kang (South),2022,1,25,2022-01-25,S121,2022,1,28.3,33.1,24.8
Choa Chu Kang (South),2022,1,26,2022-01-26,S121,2022,1,28,33.1,24.9
Choa Chu Kang (South),2022,1,27,2022-01-27,S121,2022,1,27.8,33.1,24.3
Choa Chu Kang (South),2022,1,28,2022-01-28,S121,2022,1,28.3,34.5,24.6
Choa Chu Kang (South),2022,1,29,2022-01-29,S121,2022,1,28.1,34.3,24.5
Choa Chu Kang (South),2022,1,30,2022-01-30,S121,2022,1,27.4,33.9,25
Choa Chu Kang (South),2022,1,31,2022-01-31,S121,2022,1,28,33.9,25
Choa Chu Kang (South),2022,2,1,2022-02-01,S121,2022,2,28,32.3,25.5
Choa Chu Kang (South),2022,2,2,2022-02-02,S121,2022,2,27.5,33.7,24.5
Choa Chu Kang (South),2022,2,3,2022-02-03,S121,2022,2,28.4,32.8,25.2
Choa Chu Kang (South),2022,2,4,2022-02-04,S121,2022,2,28.6,32.8,25.7
Choa Chu Kang (South),2022,2,5,2022-02-05,S121,2022,2,27.5,32.1,25.8
Choa Chu Kang (South),2022,2,6,2022-02-06,S121,2022,2,25.4,28.9,23.1
Choa Chu Kang (South),2022,2,7,2022-02-07,S121,2022,2,26,29.8,23
Choa Chu Kang (South),2022,2,8,2022-02-08,S121,2022,2,25.8,30.4,23.5
Choa Chu Kang (South),2022,2,9,2022-02-09,S121,2022,2,25.6,31,23.8
Choa Chu Kang (South),2022,2,10,2022-02-10,S121,2022,2,24.3,26,23.2
Choa Chu Kang (South),2022,2,11,2022-02-11,S121,2022,2,25.6,29.7,23
Choa Chu Kang (South),2022,2,12,2022-02-12,S121,2022,2,26.8,32.6,23.6
Choa Chu Kang (South),2022,2,13,2022-02-13,S121,2022,2,27,32.2,24.4
Choa Chu Kang (South),2022,2,14,2022-02-14,S121,2022,2,27.6,32.2,24.8
Choa Chu Kang (South),2022,2,15,2022-02-15,S121,2022,2,28.1,33.1,25.9
Choa Chu Kang (South),2022,2,16,2022-02-16,S121,2022,2,26.2,29,22.9
Choa Chu Kang (South),2022,2,17,2022-02-17,S121,2022,2,27.7,33.1,22.9
Choa Chu Kang (South),2022,2,18,2022-02-18,S121,2022,2,28.7,32.7,26.2
Choa Chu Kang (South),2022,2,19,2022-02-19,S121,2022,2,27.8,32,25
Choa Chu Kang (South),2022,2,20,2022-02-20,S121,2022,2,27.4,35,21.9
Choa Chu Kang (South),2022,2,21,2022-02-21,S121,2022,2,28,33.3,25.1
Choa Chu Kang (South),2022,2,22,2022-02-22,S121,2022,2,28.1,33,25
Choa Chu Kang (South),2022,2,23,2022-02-23,S121,2022,2,27.8,31.7,25.2
Choa Chu Kang (South),2022,2,24,2022-02-24,S121,2022,2,24.7,27,23.1
Choa Chu Kang (South),2022,2,25,2022-02-25,S121,2022,2,27,32.5,23.1
Choa Chu Kang (South),2022,2,26,2022-02-26,S121,2022,2,27.2,29.6,25.1
Choa Chu Kang (South),2022,2,27,2022-02-27,S121,2022,2,26.4,30.7,24
Choa Chu Kang (South),2022,2,28,2022-02-28,S121,2022,2,27.6,31.9,25.1
Choa Chu Kang (South),2022,3,1,2022-03-01,S121,2022,3,26.8,31.4,25
Choa Chu Kang (South),2022,3,2,2022-03-02,S121,2022,3,26.5,33.6,23.3
Choa Chu Kang (South),2022,3,3,2022-03-03,S121,2022,3,26.5,32.9,24.3
Choa Chu Kang (South),2022,3,4,2022-03-04,S121,2022,3,27.6,32.1,25
Choa Chu Kang (South),2022,3,5,2022-03-05,S121,2022,3,27.6,33.9,24.9
Choa Chu Kang (South),2022,3,6,2022-03-06,S121,2022,3,27.3,32,25
Choa Chu Kang (South),2022,3,7,2022-03-07,S121,2022,3,26.7,33,23.3
Choa Chu Kang (South),2022,3,8,2022-03-08,S121,2022,3,27.5,32.3,24.6
Choa Chu Kang (South),2022,3,9,2022-03-09,S121,2022,3,27.7,32.4,25.3
Choa Chu Kang (South),2022,3,10,2022-03-10,S121,2022,3,27.3,32.1,23.2
Choa Chu Kang (South),2022,3,11,2022-03-11,S121,2022,3,27.7,34.1,25.2
Choa Chu Kang (South),2022,3,12,2022-03-12,S121,2022,3,27.5,34.4,24.3
Choa Chu Kang (South),2022,3,13,2022-03-13,S121,2022,3,28.6,35.2,23.8
Choa Chu Kang (South),2022,3,14,2022-03-14,S121,2022,3,28.4,33.1,26.7
Choa Chu Kang (South),2022,3,15,2022-03-15,S121,2022,3,26.7,31.4,24.6
Choa Chu Kang (South),2022,3,16,2022-03-16,S121,2022,3,28.2,33.5,24.8
Choa Chu Kang (South),2022,3,17,2022-03-17,S121,2022,3,27.4,33.6,24.3
Choa Chu Kang (South),2022,3,18,2022-03-18,S121,2022,3,28.3,33.1,25.2
Choa Chu Kang (South),2022,3,19,2022-03-19,S121,2022,3,30,35.2,26.3
Choa Chu Kang (South),2022,3,20,2022-03-20,S121,2022,3,29.1,33.1,26.7
Choa Chu Kang (South),2022,3,21,2022-03-21,S121,2022,3,28.1,32.7,23
Choa Chu Kang (South),2022,3,22,2022-03-22,S121,2022,3,28.3,31.5,25.9
Choa Chu Kang (South),2022,3,23,2022-03-23,S121,2022,3,27.7,33.3,25
Choa Chu Kang (South),2022,3,24,2022-03-24,S121,2022,3,28.3,34.3,25.1
Choa Chu Kang (South),2022,3,25,2022-03-25,S121,2022,3,28.7,35.7,26.2
Choa Chu Kang (South),2022,3,26,2022-03-26,S121,2022,3,28.5,34.8,25.8
Choa Chu Kang (South),2022,3,27,2022-03-27,S121,2022,3,29.2,35.1,25
Choa Chu Kang (South),2022,3,28,2022-03-28,S121,2022,3,28.4,34,26
Choa Chu Kang (South),2022,3,29,2022-03-29,S121,2022,3,27.8,34.9,23.8
Choa Chu Kang (South),2022,3,30,2022-03-30,S121,2022,3,28.8,34.6,25.2
Choa Chu Kang (South),2022,3,31,2022-03-31,S121,2022,3,28,32.7,26.2
Choa Chu Kang (South),2022,4,1,2022-04-01,S121,2022,4,29,35.5,25.3
Choa Chu Kang (South),2022,4,2,2022-04-02,S121,2022,4,28.3,34.9,25.8
Choa Chu Kang (South),2022,4,3,2022-04-03,S121,2022,4,26.7,31,24.5
Choa Chu Kang (South),2022,4,4,2022-04-04,S121,2022,4,27.9,33.2,23.6
Choa Chu Kang (South),2022,4,5,2022-04-05,S121,2022,4,27.9,31.2,25.6
Choa Chu Kang (South),2022,4,6,2022-04-06,S121,2022,4,28.1,34.2,25.5
Choa Chu Kang (South),2022,4,7,2022-04-07,S121,2022,4,26.4,28.2,24.6
Choa Chu Kang (South),2022,4,8,2022-04-08,S121,2022,4,28.1,34,24.8
Choa Chu Kang (South),2022,4,9,2022-04-09,S121,2022,4,27.2,31.2,23.6
Choa Chu Kang (South),2022,4,10,2022-04-10,S121,2022,4,27.3,33.8,25.2
Choa Chu Kang (South),2022,4,11,2022-04-11,S121,2022,4,26.7,32.1,23.5
Choa Chu Kang (South),2022,4,12,2022-04-12,S121,2022,4,27.9,33.4,24.6
Choa Chu Kang (South),2022,4,13,2022-04-13,S121,2022,4,28.3,32.7,25.5
Choa Chu Kang (South),2022,4,14,2022-04-14,S121,2022,4,28.6,34.1,22.6
Choa Chu Kang (South),2022,4,15,2022-04-15,S121,2022,4,27.9,32,24.4
Choa Chu Kang (South),2022,4,16,2022-04-16,S121,2022,4,28.6,32.8,23.7
Choa Chu Kang (South),2022,4,17,2022-04-17,S121,2022,4,29,34.8,26.2
Choa Chu Kang (South),2022,4,18,2022-04-18,S121,2022,4,27.4,33.2,24.5
Choa Chu Kang (South),2022,4,19,2022-04-19,S121,2022,4,27.4,33,24.7
Choa Chu Kang (South),2022,4,20,2022-04-20,S121,2022,4,27.6,33.8,23.1
Choa Chu Kang (South),2022,4,21,2022-04-21,S121,2022,4,25.4,26.8,23.8
Choa Chu Kang (South),2022,4,22,2022-04-22,S121,2022,4,28.3,33.5,24.2
Choa Chu Kang (South),2022,4,23,2022-04-23,S121,2022,4,27.9,36,24.4
Choa Chu Kang (South),2022,4,24,2022-04-24,S121,2022,4,28.6,33.4,25.4
Choa Chu Kang (South),2022,4,25,2022-04-25,S121,2022,4,28,34.3,25.6
Choa Chu Kang (South),2022,4,26,2022-04-26,S121,2022,4,28.4,33.6,25.1
Choa Chu Kang (South),2022,4,27,2022-04-27,S121,2022,4,27.9,33.1,26
Choa Chu Kang (South),2022,4,28,2022-04-28,S121,2022,4,28.4,35.4,25.8
Choa Chu Kang (South),2022,4,29,2022-04-29,S121,2022,4,29.1,34.1,25.7
Choa Chu Kang (South),2022,4,30,2022-04-30,S121,2022,4,28.4,34.3,24.2
Choa Chu Kang (South),2022,5,1,2022-05-01,S121,2022,5,28.6,32.7,26.1
Choa Chu Kang (South),2022,5,2,2022-05-02,S121,2022,5,28.3,31.9,23.8
Choa Chu Kang (South),2022,5,3,2022-05-03,S121,2022,5,28.5,32.4,24.3
Choa Chu Kang (South),2022,5,4,2022-05-04,S121,2022,5,28.3,31.2,23.6
Choa Chu Kang (South),2022,5,5,2022-05-05,S121,2022,5,29.2,32.7,25.4
Choa Chu Kang (South),2022,5,6,2022-05-06,S121,2022,5,30,33.3,27
Choa Chu Kang (South),2022,5,7,2022-05-07,S121,2022,5,27.3,30.6,24.5
Choa Chu Kang (South),2022,5,8,2022-05-08,S121,2022,5,28.1,30.7,25.9
Choa Chu Kang (South),2022,5,9,2022-05-09,S121,2022,5,29.9,34.2,26.9
Choa Chu Kang (South),2022,5,10,2022-05-10,S121,2022,5,30.3,34.7,26.9
Choa Chu Kang (South),2022,5,11,2022-05-11,S121,2022,5,28,31,24.8
Choa Chu Kang (South),2022,5,12,2022-05-12,S121,2022,5,29.9,33.9,26.6
Choa Chu Kang (South),2022,5,13,2022-05-13,S121,2022,5,30.1,35.9,26.7
Choa Chu Kang (South),2022,5,14,2022-05-14,S121,2022,5,29.1,34.7,25.1
Choa Chu Kang (South),2022,5,15,2022-05-15,S121,2022,5,28.2,33.8,25.3
Choa Chu Kang (South),2022,5,16,2022-05-16,S121,2022,5,27,31.8,25.4
Choa Chu Kang (South),2022,5,17,2022-05-17,S121,2022,5,29.1,33.9,25.1
Choa Chu Kang (South),2022,5,18,2022-05-18,S121,2022,5,30.2,34.8,26.3
Choa Chu Kang (South),2022,5,19,2022-05-19,S121,2022,5,27.7,32.6,24.1
Choa Chu Kang (South),2022,5,20,2022-05-20,S121,2022,5,28.5,34.1,26.2
Choa Chu Kang (South),2022,5,21,2022-05-21,S121,2022,5,28.7,33.7,25.5
Choa Chu Kang (South),2022,5,22,2022-05-22,S121,2022,5,29.6,33.3,26.8
Choa Chu Kang (South),2022,5,23,2022-05-23,S121,2022,5,29.4,34.3,26.7
Choa Chu Kang (South),2022,5,24,2022-05-24,S121,2022,5,29.2,35.2,25.5
Choa Chu Kang (South),2022,5,25,2022-05-25,S121,2022,5,27.3,33.6,25.1
Choa Chu Kang (South),2022,5,26,2022-05-26,S121,2022,5,28.4,33.1,24.3
Choa Chu Kang (South),2022,5,27,2022-05-27,S121,2022,5,29.6,34.2,26.1
Choa Chu Kang (South),2022,5,28,2022-05-28,S121,2022,5,29.1,32.4,25.7
Choa Chu Kang (South),2022,5,29,2022-05-29,S121,2022,5,30,34.7,27
Choa Chu Kang (South),2022,5,30,2022-05-30,S121,2022,5,30.4,34.9,26.7
Choa Chu Kang (South),2022,5,31,2022-05-31,S121,2022,5,30.5,34.6,27.3
